#name      threshold
SRR941589  10
SRR941590  10
SRR941591  10
SRR941592  3
SRR941593  3
SRR941594  3
SRR941595  3
SRR941596  3
SRR941597  1
SRR941598  3
SRR941599  3
SRR941600  3
SRR941601  3
SRR941602  1
SRR941603  3
SRR943339  20
SRR943340  10
SRR943341  20
SRR943354  3
SRR943357  20
SRR943358  10
SRR943359  10
SRR948734  10
SRR948735  10
SRR948736  10
SRR948737  10
SRR948738  3
SRR948739  1
SRR948740  10
SRR948741  3
SRR948742  10
SRR948743  20
SRR948744  20
SRR948745  20
SRR948746  1
SRR948747  1
SRR948748  1
SRR948749  1
SRR948750  10
SRR948751  10
SRR948752  10
SRR948753  10
SRR948754  20
SRR948755  10
SRR948756  20
SRR948757  10
SRR948758  20
SRR948759  10
SRR948760  10
SRR948761  10
SRR948762  10
SRR948763  3
SRR948764  3
SRR948765  3
SRR950078  50
SRR950079  50
SRR950080  50
SRR950081  50
SRR950082  50
SRR950083  50
SRR950084  50
SRR950085  50
SRR950086  50
SRR950087  50
SRR950876  1
SRR950877  1
SRR950878  1
SRR950879  1
SRR950880  1
SRR950881  1
SRR950882  1
SRR950883  1
SRR953488  10
SRR953489  10
SRR953490  1
SRR953491  1
SRR953492  1
SRR953493  1
SRR953494  1
SRR953495  1
SRR953496  1
SRR953497  1
SRR960731  3
SRR960732  10
SRR960733  3
SRR960734  3
SRR962597  50
SRR962598  50
SRR962599  50
SRR962600  50
SRR962601  20
SRR962602  20
SRR962603  50
SRR962604  20
SRR972707  91
SRR972708  50
SRR972709  50
SRR972711  50
SRR972712  50
SRR972713  50
SRR972714  54
SRR972715  50
SRR972716  50
SRR972717  50
SRR975411  10
SRR975412  10
SRR975413  3
SRR975414  10
SRR975415  10
SRR975416  10
SRR976225  1
SRR976226  1
SRR976227  1
SRR976228  1
SRR976229  1
SRR976230  1
SRR976231  1
SRR976232  1
SRR976233  1
SRR976234  1
SRR976235  1
SRR976236  1
SRR976237  1
SRR976238  1
SRR976239  1
SRR976240  1
SRR976241  1
SRR976242  1
SRR976243  1
SRR976244  1
SRR976245  1
SRR976246  1
SRR976247  1
SRR976248  1
SRR976249  1
SRR976738  50
SRR976739  50
SRR976740  50
SRR976741  50
SRR976742  50
SRR976743  50
SRR976744  50
SRR976745  50
SRR976746  50
SRR976747  50
SRR976748  50
SRR976749  19
SRR976750  50
SRR976751  50
SRR976752  65
SRR976753  50
SRR976754  20
SRR976755  274
SRR976756  20
SRR976757  20
SRR976758  20
SRR976759  20
SRR976760  20
SRR976761  20
SRR976762  50
SRR976763  50
SRR976764  50
SRR976765  50
SRR976766  50
SRR976767  50
SRR976768  50
SRR976769  50
SRR976770  20
SRR976771  20
SRR976772  20
SRR976773  50
SRR988499  50
SRR988500  20
SRR988501  50
SRR988502  20
SRR988503  50
SRR988504  20
SRR988505  50
SRR988506  50
SRR988507  50
SRR988508  20
SRR988509  50
SRR988510  50
SRR1002075 20
SRR1002076 20
SRR1002077 20
SRR1002078 20
SRR1002079 20
SRR1002080 20
SRR1002081 20
SRR1002082 20
SRR1002083 20
SRR1002084 20
SRR1002085 20
SRR1002086 20
SRR1002087 20
SRR1002088 20
SRR1002089 20
SRR1002090 20
SRR1002091 20
SRR1002092 20
SRR1002093 20
SRR1002094 20
SRR1002095 20
SRR1002096 20
SRR1002097 20
SRR1002098 20
SRR1002099 20
SRR1002100 20
SRR1002101 20
SRR1012314 10
SRR1012315 1
SRR1012316 1
SRR1012317 1
SRR1012318 1
SRR1012319 10
SRR1012320 1
SRR1012321 1
SRR1012322 1
SRR1012323 1
SRR1012324 1
SRR1012325 1
SRR1012326 1
SRR1012327 1
SRR1012328 1
SRR1012329 1
SRR1012330 1
SRR1012331 1
SRR1012332 1
SRR1012333 1
SRR1012334 1
SRR1012335 1
SRR1012336 1
SRR1013488 20
SRR1019444 3
SRR1019445 3
SRR1023790 20
SRR1023791 20
SRR1023792 20
SRR1023793 20
SRR1023794 20
SRR1023795 20
SRR1023796 20
SRR1023797 50
SRR1023798 50
SRR1023799 20
SRR1023800 20
SRR1024048 20
SRR1024120 20
SRR1024121 10
SRR1024122 10
SRR1024123 20
SRR1024124 10
SRR1024125 20
SRR1024126 20
SRR1024127 10
SRR1024128 20
SRR1024129 20
SRR1024130 20
SRR1024131 1
SRR1024132 1
SRR1024133 1
SRR1024134 3
SRR1024135 1
SRR1024136 3
SRR1024137 1
SRR1024138 1
SRR1024139 1
SRR1024140 1
SRR1024141 1
SRR1024156 20
SRR1024157 20
SRR1027171 20
SRR1027172 10
SRR1027173 20
SRR1027174 20
SRR1027175 20
SRR1027176 20
SRR1027177 20
SRR1027178 20
SRR1027179 20
SRR1027180 20
SRR1027181 20
SRR1027182 20
SRR1027183 20
SRR1027184 20
SRR1027185 20
SRR1027186 20
SRR1027187 20
SRR1027188 20
SRR1027189 20
SRR1027190 20
SRR1029672 20
SRR1029673 20
SRR1029674 20
SRR1029675 20
SRR1029676 10
SRR1029677 20
SRR1030492 20
SRR1030493 20
SRR1030494 20
SRR1030495 20
SRR1030496 20
SRR1030497 20
SRR1030498 20
SRR1030499 20
SRR1033463 1
SRR1033464 1
SRR1033465 1
SRR1033466 1
SRR1033467 1
SRR1033468 1
SRR1035695 20
SRR1035696 20
SRR1035697 20
SRR1035698 20
SRR1035699 10
SRR1035700 20
SRR1035701 20
SRR1035702 20
SRR1036961 10
SRR1036962 10
SRR1036963 10
SRR1036964 10
SRR1036965 10
SRR1036966 10
SRR1036967 10
SRR1036968 10
SRR1036969 10
SRR1041794 3
SRR1047813 10
SRR1047814 20
SRR1047815 20
SRR1047816 20
SRR1047817 20
SRR1047818 10
SRR1047819 20
SRR1047820 20
SRR1047821 20
SRR1047822 20
SRR1047823 20
SRR1047824 20
SRR1047825 20
SRR1047826 20
SRR1047827 20
SRR1047828 20
SRR1047829 20
SRR1047830 20
SRR1047831 20
SRR1047832 20
SRR1047833 20
SRR1047834 20
SRR1047835 20
SRR1047836 20
SRR1047837 20
SRR1047838 10
SRR1047839 20
SRR1047840 20
SRR1047841 20
SRR1047842 20
SRR1047843 10
SRR1047844 20
SRR1047845 20
SRR1047846 20
SRR1047847 20
SRR1047848 10
SRR1047849 20
SRR1047850 20
SRR1047851 20
SRR1047852 20
SRR1047853 20
SRR1047854 20
SRR1047855 20
SRR1047856 20
SRR1047857 20
SRR1047858 20
SRR1047859 20
SRR1047860 20
SRR1047861 20
SRR1047862 20
SRR1047863 50
SRR1047864 50
SRR1047865 50
SRR1047866 72
SRR1047867 50
SRR1047868 53
SRR1047869 50
SRR1047870 50
SRR1047871 50
SRR1047872 50
SRR1047873 50
SRR1047874 50
SRR1049407 50
SRR1049408 50
SRR1050945 1
SRR1050946 3
SRR1050947 1
SRR1050948 20
SRR1050949 1
SRR1050950 20
SRR1050951 3
SRR1050952 20
SRR1050953 1
SRR1050954 3
SRR1055983 20
SRR1055984 20
SRR1057978 50
SRR1057979 50
SRR1057980 57
SRR1057981 50
SRR1057982 50
SRR1057983 10
SRR1057984 10
SRR1057985 10
SRR1057986 10
SRR1057987 10
SRR1057988 10
SRR1057989 10
SRR1057990 10
SRR1057991 20
SRR1057992 20
SRR1060753 10
SRR1060754 20
SRR1060755 20
SRR1060756 10
SRR1060757 20
SRR1060758 20
SRR1060759 20
SRR1060760 1
SRR1060761 20
SRR1060762 1
SRR1060763 3
SRR1060764 20
SRR1060765 3
SRR1060766 20
SRR1060767 20
SRR1060768 10
SRR1060769 20
SRR1060770 10
SRR1060771 20
SRR1060772 1
SRR1060773 20
SRR1060774 1
SRR1060775 10
SRR1060776 20
SRR1060777 20
SRR1060778 20
SRR1060779 10
SRR1060780 20
SRR1060781 10
SRR1060782 10
SRR1060783 10
SRR1060784 3
SRR1060785 10
SRR1060786 10
SRR1060787 3
SRR1060788 20
SRR1060789 20
SRR1060790 20
SRR1060791 10
SRR1060792 20
SRR1060793 10
SRR1060794 10
SRR1060795 10
SRR1060796 3
SRR1060797 10
SRR1060798 10
SRR1060799 3
SRR1066622 10
SRR1066623 20
SRR1066624 10
SRR1066625 10
SRR1066626 10
SRR1066627 20
SRR1066628 10
SRR1066629 20
SRR1066630 20
SRR1066631 20
SRR1066632 20
SRR1066633 20
SRR1066634 20
SRR1066635 1
SRR1066636 20
SRR1066637 20
SRR1066638 20
SRR1066639 20
SRR1066640 3
SRR1066641 20
SRR1067911 20
SRR1067912 20
SRR1067913 50
SRR1067914 20
SRR1067915 20
SRR1067916 20
SRR1067917 20
SRR1067918 20
SRR1067919 50
SRR1067920 20
SRR1067921 20
SRR1067922 20
SRR1067923 20
SRR1067924 20
SRR1067925 20
SRR1106195 10
SRR1106196 10
SRR1106197 20
SRR1106198 10
SRR1106199 10
SRR1106200 10
SRR1106201 10
SRR1106202 10
SRR1106203 10
SRR1106204 10
SRR1107833 20
SRR1107834 20
SRR1107835 20
SRR1120098 10
SRR1120099 10
SRR1143450 10
SRR1143451 10
SRR1144283 1
SRR1144284 1
SRR1145636 20
SRR1145637 20
SRR1145638 20
SRR1145639 20
SRR1145640 20
SRR1145641 20
SRR1145642 20
SRR1145643 20
SRR1145644 20
SRR1145645 20
SRR1145646 20
SRR1145647 20
SRR1169728 20
SRR1174330 20
SRR1174331 20
SRR1174332 10
SRR1174333 20
SRR1174334 10
SRR1174335 20
SRR1174336 10
SRR1174337 10
SRR1174338 10
SRR1186052 50
SRR1186053 20
SRR1186054 50
SRR1186055 50
SRR1186056 20
SRR1186057 20
SRR1186058 19
SRR1186059 20
SRR1193564 10
SRR1193565 10
SRR1193566 20
SRR1193567 10
SRR1193568 10
SRR1193569 10
SRR1193570 10
SRR1193571 10
SRR1193572 20
SRR1193573 20
SRR1193574 20
SRR1193575 20
SRR1200498 20
SRR1200499 20
SRR1200500 20
SRR1200501 20
SRR1200502 20
SRR1200503 20
SRR1200504 20
SRR1200505 20
SRR1200506 20
SRR1200507 20
SRR1200508 20
SRR1200509 20
SRR1200510 20
SRR1200511 20
SRR1200512 20
SRR1200513 20
SRR1200514 20
SRR1200515 20
SRR1200516 20
SRR1283038 20
SRR1285995 20
SRR1285996 20
SRR1285997 20
SRR1285998 20
SRR1286927 20
SRR1286928 20
SRR1286929 20
SRR1286930 20
SRR1292576 1
SRR1292577 10
SRR1292578 10
SRR1292579 3
SRR1292580 10
SRR1292581 10
SRR1292582 10
SRR1292583 10
SRR1292584 10
SRR1294095 20
SRR1294096 20
SRR1294097 20
SRR1294098 20
SRR1294099 20
SRR1294100 20
SRR1294101 20
SRR1294102 10
SRR1294103 20
SRR1294104 20
SRR1294105 20
SRR1294106 20
SRR1294113 20
SRR1294114 20
SRR1294115 20
SRR1294116 20
SRR1294117 20
SRR1294118 20
SRR1294119 20
SRR1294120 20
SRR1294121 20
SRR1294122 20
SRR1300547 10
SRR1300548 3
SRR1300549 10
SRR1300550 10
SRR1300551 10
SRR1303625 10
SRR1303626 10
SRR1313062 10
SRR1313063 20
SRR1313064 20
SRR1313065 20
SRR1313066 20
SRR1313067 20
SRR1313068 20
SRR1313069 50
SRR1313070 50
SRR1313071 50
SRR1313072 50
SRR1313073 50
SRR1313074 50
SRR1313075 50
SRR1313076 50
SRR1313077 50
SRR1313078 50
SRR1313079 20
SRR1313080 20
SRR1313081 50
SRR1313082 50
SRR1313083 50
SRR1313084 20
SRR1313085 50
SRR1313086 50
SRR1313087 50
SRR1313088 50
SRR1313089 50
SRR1313090 20
SRR1313091 20
SRR1313092 20
SRR1313093 20
SRR1313094 20
SRR1313095 20
SRR1313096 20
SRR1313097 20
SRR1313098 20
SRR1313099 20
SRR1313100 20
SRR1313101 20
SRR1313102 20
SRR1313103 20
SRR1313104 20
SRR1313105 20
SRR1313106 20
SRR1313107 50
SRR1313108 20
SRR1313109 20
SRR1313110 20
SRR1313111 20
SRR1313112 20
SRR1313113 20
SRR1313114 20
SRR1313115 20
SRR1313116 20
SRR1313117 20
SRR1313118 20
SRR1313119 20
SRR1313120 20
SRR1313121 20
SRR1313122 20
SRR1313123 20
SRR1313124 20
SRR1313125 20
SRR1313126 20
SRR1313127 20
SRR1313128 20
SRR1313129 20
SRR1313130 50
SRR1313131 20
SRR1313132 20
SRR1313133 20
SRR1313134 20
SRR1313135 50
SRR1313136 20
SRR1313137 20
SRR1313138 20
SRR1313139 20
SRR1313140 20
SRR1313141 50
SRR1313142 50
SRR1313143 50
SRR1313144 50
SRR1313145 20
SRR1313146 20
SRR1313147 50
SRR1313148 20
SRR1313149 20
SRR1313150 50
SRR1313151 20
SRR1313152 20
SRR1313153 20
SRR1313154 20
SRR1313155 20
SRR1313156 50
SRR1313157 50
SRR1313158 50
SRR1313159 50
SRR1313160 20
SRR1313161 20
SRR1313162 20
SRR1313163 20
SRR1313164 20
SRR1313165 20
SRR1313166 20
SRR1313167 20
SRR1313168 20
SRR1313169 20
SRR1313170 20
SRR1313171 20
SRR1313172 20
SRR1313173 20
SRR1313174 20
SRR1313175 20
SRR1313176 20
SRR1313177 20
SRR1313178 20
SRR1313179 20
SRR1313180 20
SRR1313181 20
SRR1313182 20
SRR1313183 20
SRR1313184 20
SRR1313185 20
SRR1313186 20
SRR1313187 20
SRR1313188 20
SRR1313189 20
SRR1313190 20
SRR1313191 20
SRR1313192 20
SRR1313193 20
SRR1313194 20
SRR1313195 20
SRR1313196 20
SRR1313197 20
SRR1313198 20
SRR1313199 20
SRR1313200 20
SRR1313201 20
SRR1313202 50
SRR1313203 20
SRR1313204 20
SRR1313205 20
SRR1313206 20
SRR1313207 20
SRR1313208 20
SRR1313209 50
SRR1313210 50
SRR1313211 20
SRR1313212 20
SRR1313213 50
SRR1313214 50
SRR1313215 20
SRR1313216 20
SRR1313217 20
SRR1313218 20
SRR1313219 20
SRR1313220 20
SRR1313221 20
SRR1313222 20
SRR1313223 20
SRR1313224 50
SRR1313225 20
SRR1313226 20
SRR1313227 50
SRR1313228 50
SRR1313229 20
SRR1363852 10
SRR1363853 10
SRR1363854 10
SRR1363855 10
SRR1363856 10
SRR1363857 10
SRR1409743 1
SRR1409744 1
SRR1409745 1
SRR1409746 1
SRR1409747 1
SRR1509730 3
SRR1509731 10
SRR1509732 10
SRR1509733 10
SRR1509734 10
SRR1509735 10
SRR1509736 10
SRR1509737 10
SRR1509738 10
SRR1509739 10
SRR1509740 10
SRR1509741 10
SRR1511596 20
SRR1511597 20
SRR1511598 20
SRR1511599 20
SRR1513329 20
SRR1513330 20
SRR1513331 20
SRR1513332 20
SRR1513333 20
SRR1513334 20
SRR1519062 50
SRR1519063 50
SRR1519064 20
SRR1519065 50
SRR1519066 50
SRR1519067 50
SRR1519068 20
SRR1519069 20
SRR1519070 20
